pca_dim,eps,min_samples,n_clusters_found,silhouette,mi,combined_score,precision,recall,f1,noise_percentage,n_clusters_found_std,silhouette_std,mi_std,combined_score_std,precision_std,recall_std,f1_std,noise_percentage_std
6,0.5,50,11.0,0.8764268167261915,0.36546687127809135,1.241893688004283,100.0,92.21902017291067,95.95202398800599,13.12,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,1.7763568394002505e-15
6,0.6,5,27.0,0.7373795349164438,0.38301608160822315,1.120395616524667,100.0,92.21902017291067,95.95202398800599,2.72,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-16
6,0.6,10,21.0,0.741751972815328,0.3796662877668122,1.1214182605821401,100.0,92.21902017291067,95.95202398800599,3.8800000000000003,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-16
6,0.6,15,14.0,0.7532299086460008,0.37498267491528353,1.1282125835612844,100.0,92.21902017291067,95.95202398800599,5.760000000000001,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16
6,0.6,20,12.0,0.7786727688905986,0.372877117877954,1.1515498867685525,100.0,92.21902017291067,95.95202398800599,6.88,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.6,50,8.0,0.7828285664484732,0.3675653321035019,1.150393898551975,100.0,92.21902017291067,95.95202398800599,10.9,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.7,5,22.0,0.7141122655017095,0.38184972406714685,1.0959619895688564,100.0,92.21902017291067,95.95202398800599,2.5,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.7,10,19.0,0.7121860547079152,0.3806402865035781,1.0928263412114934,100.0,92.21902017291067,95.95202398800599,3.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.7,15,13.0,0.719250210011133,0.3776065836981097,1.0968567937092426,100.0,92.21902017291067,95.95202398800599,5.0200000000000005,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.7,20,12.0,0.7563118892111637,0.37461526747384416,1.1309271566850079,100.0,92.21902017291067,95.95202398800599,5.94,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.7,50,7.0,0.7651622192340003,0.3685706931291676,1.1337329123631679,100.0,92.21902017291067,95.95202398800599,9.98,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.8,5,19.0,0.5226367907813615,0.3830823604738518,0.9057191512552133,100.0,92.21902017291067,95.95202398800599,2.18,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.8,10,16.0,0.520020412721726,0.3812582264250481,0.9012786391467742,100.0,92.21902017291067,95.95202398800599,2.76,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
6,0.8,15,11.0,0.5283626124262012,0.37885205477014133,0.9072146671963427,100.0,92.21902017291067,95.95202398800599,4.02,0.0,0.0,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,0.0
6,0.8,20,10.0,0.6214814642381352,0.377640192919823,0.9991216571579583,100.0,92.21902017291067,95.95202398800599,5.0200000000000005,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.4210854715202004e-14,0.0,0.0
6,0.8,50,6.0,0.6358193856076783,0.3690627813498611,1.0048821669575394,100.0,92.21902017291067,95.95202398800599,9.56,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,0.0,0.0
